Orth,Phon
ب,b
د,d
ج,d͡ʒ
ف,f
گ,g
غ,ɣ
ق,ɣ
ه,h
ح,h
ک,k
ل,l
م,m
ن,n
‫پ‬,p
ر,r
س,s
ص,s
ث,s
‫ش,ʃ
ت,t
ط,t
چ,t͡ʃ
خ,x
ز,z
ذ,z
ض,z
ظ,z
ژ,ʒ
ع,ʔ
نگ,ŋ
َ,æ
ا,ɒː
ﺁ,ɒː
ِ,e
ی,iː
وُ,o
و,uː
ی,ej
و,ow
