orth,phon
b,b
ch,x
d,d
f,f
g,ɣ
j,j
k,k
l,l
m,m
n,n
ng,ŋ
p,p
r,r
s,s
sch,sx
t,t
th,t
v,v
w,ʋ
z,z
a,ɑ
aa,aː
aai,aːj
ai,ɑj
au,aw
auw,aw
e,ɛ
ee,eː
eeuw,eːw
ei,ɛj
eu,øː
i,ɪ
ie,iː
ieuw,iw
ij,ɛj
oe,uː
oei,uj
oi,ɔj
oo,oː
ooi,oːj
ou,ɑw
ouw,ɑw
u,ʏ
ui,œɥ
uu,yː
uw,yw
