्,्
क,kə
ख,kʰə
ग,ɡə
घ,ɡ̤ə
ङ,ŋə
ह,ɦə
च,t͡ʃə
छ,t͡ʃʰə
ज,d͡ʒə
झ,d͡ʒ̤ə
ञ,ɲə
य,jə
श,ʃə
ट,ʈə
ठ,ʈʰə
ड,ɖə
ढ,ɖ̤ə
ण,ɳə
र,rə
ष,ʂə
त,tə
थ,tʰə
द,də
ध,d̤ə
न,nə
ल,lə
स,sə
प,pə
फ,pʰə
ब,bə
भ,b̤ə
म,mə
व,və
अ,a
आ,aː
ा,aː
इ,i
ि,i
ई,iː
ी,iː
उ,u
ु,u
ऊ,uː
ू,uː
ऋ,r̩
ृ,r̩
ॠ,r̩ː
ॄ,r̩ː
ऌ,l̩
ॢ,l̩
ॡ,l̩ː
ॣ,l̩ː
ए,e
े,e
ऐ,æː
ै,æː
ओ,o
ो,o
औ,ɔː
ौ,ɔː
अं,N
ं,N
अः,əh
ः,əh
