Orth,Phon
i,i
e,e
u,u
o,o
a,a
̂,ʔ
-,ʔ
',ʔ
m,m
p,p
b,b
n,n
t,t
d,d
s,s
l,l
r,ɾ
c,k
ch,t͡ʃ
ty,t͡ʃ
ts,t͡ʃ
j,d͡ʒ
dy,d͡ʒ
y,j
ng,ŋ
k,k
g,ɡ
w,w
h,h
