Orth,Phon
a,a
ą,ɔ̃
e,ɛ
ę,ɛ̃
i,i
o,ɔ
ó,u
u,u
y,ɨ
b,b
c,t͡s
ć,t͡ɕ
cz,t͡ʂ
d,d
dz,d͡z
dź,d͡ʑ
dż,d͡ʐ
f,f
g,ɡ
h,x
ch,x
j,j
k,k
l,l
ł,w
m,m
n,n
ń,ɲ
p,p
r,r
s,s
ś,ɕ
sz,ʂ
t,t
w,v
z,z
ź,ʑ
ż,ʐ
rz,ʐ
