Orth,Phon
b,b
c,t͡s
ĉ,t͡ʃ
d,d
f,f
g,g
ĝ,d͡ʒ
h,h
ĥ,x
w,j
q,ʒ
k,k
l,l
m,m
n,n
p,p
r,r
s,s
ŝ,ʃ
t,t
v,v
z,z
a,a
e,e
i,i
o,o
u,u
aj,a̯i
aŭ,a̯u
ej,e̯i
eŭ,e̯u
oj,o̯i
uj,u̯i
