Orth,Phon
a,a
ib,β
b,b
id,δ
d,d
f,f
ig,ɣ
g,ɡ
gu,ɡw
ge,ɡe
gi,ɡi
h,h
j,x
k,k
ila,iʎa
ile,iʎe
ili,iʎi
ilo,iʎo
ilu,iʎu
l,l
m,m
n,n
ñ,ɲ
ni,ɲ
p,p
r,ɾ
rr,r
s,s
t,t
ts,ts
tx,t∫
tz,ts.
w,w
x,∫
z,s
e,e
i,i
o,o
u,u
ia,ja
ie,je
io,jo
iu,ju
ua,wa
ue,we
tt,c
ndd,ɟ
dd,ʝ
