Orth,Phon
a,a
i,i
u,u
e,ə
o,o
y,j
w,w
b,b
d,d
f,f
g,ɡ
h,h
k,k
l,l
m,m
n,n
q,q
r,r
s,s
t,t
v,v
x,χ
z,z
ɣ,ɣ
ḥ,ħ
ṣ,sˤ
ṭ,tˤ
ḍ,dˤ
ẓ,zˤ
ṛ,rˤ
č,t͡ʃ
ǧ,d͡ʒ
j,ʒ
c,ʃ
gh,ɣ
ch,ʃ
dj,d͡ʒ
tch,t͡ʃ
ts,t͡s
dz,d͡z
bb,bː
dd,dː
ff,fː
gg,ɡː
kk,kː
ll,lː
mm,mː
nn,nː
rr,rː
ss,sː
zz,zː
xx,χː
ɣɣ,ɣː
