Orth,Phon
a,a
b,b
bb,bː
c,k
cc,kː
d,d
dd,ɖː
e,ɛ
f,f
ff,fː
g,ɡ
gi,d͡ʒ
ge,d͡ʒ
gg,ɡː
i,i
ia,ja
iu,ju
j,j
jj,jː
k,k
kk,kː
l,l
ll,lː
m,m
mm,mː
n,n
nn,nː
nd,ɲɖ
gn,ɲː
o,ɔ
p,p
pp,pː
r,r
rr,rː
s,s
ss,sː
t,t
tt,tː
tz,t͡s
ts,t͡ʃ
u,u
ua,wa
ui,wi
v,v
vv,vː
w,w
ww,wː
x,ʒ
xx,ʒ
y,j
z,d͡z
dz,d͡ʒ
zz,d͡zː
