Orth,Phon
ب,b
د,d
ج,d͡ʒ
ف,f
گ,ɡ
غ,ɣ
ق,ɣ
ه,h
ح,h
ک,k
ل,l
م,m
ن,n
‫پ‬,p
ر,r
س,s
ص,s
ث,s
‫ش,ʃ
ش,ʃ
ت,t
ط,t
چ,t͡ʃ
خ,x
ز,z
ذ,z
ض,z
ظ,z
ژ,ʒ
ع,ʔ
ٔ,ʔ
نگ,ŋ
َ,æ
ا,ɒ
ﺁ,ɒ
آ,ɒ
َی,ɒ
یٰ,ɒ
ِ,e
ی,j
وُ,o
و,v
َو,ow
