Orth,Phon
्,्
क,kə
ख,kʰə
ग,ɡə
घ,ɡ̤ə
ङ,ŋə
च,t͡ʃə
छ,t͡ʃʰə
ज,d͡ʒə
झ,d͡ʒ̤ə
ञ,ɲə
ट,ʈə
ठ,ʈʰə
ड,ɖə
ड़,ɽə
ढ,ɖ̤ə
ढ़,ɽ̥ə
ण,ɳə
त,tə
थ,tʰə
द,də
ध,d̤ə
न,nə
प,pə
फ,pʰə
ब,bə
भ,b̤ə
म,mə
य,jə
र,rə
ल,lə
व,və
श,ʃə
ष,ʂə
स,sə
ह,ɦə
अ,a
आ,<ons>aː
ा,aː
इ,<ons>i
ि,i
ई,<ons>iː
ी,iː
उ,<ons>u
ु,u
ऊ,<ons>uː
ू,uː
ए,<ons>e
े,e
ऐ,<ons>æː
ै,æː
ओ,<ons>o
ो,o
औ,<ons>ɔː
ौ,ɔː
अः,<ons>əh
ः,əh
ॉ,ɔ
अँ,<ons>əm
ँ,̃
