Orth,Phon
ny,ɲ
n,n
m,m
ml,ml
hny,ɲ̥
hn,n̥
hm,m̥
hml,m̥l̥
p,p
pl,pl
t,t
d,d
dl,tl
r,ʈ
c,c
k,k
q,q
np,mp
npl,mpl
nt,nt
ndl,ntl
nr,ɳʈ
nc,ɲc
nk,ŋk
nq,ɴq
ph,pʰ
plh,pʰl
th,tʰ
dlh,tʰl
rh,ʈʰ
ch,cʰ
kh,kʰ
qh,qʰ
nph,mpʰ
nplh,mpʰl
nth,ntʰ
ndlh,ntʰl
nrh,ɳʈʰ
nch,ɲcʰ
nkh,ŋkʰ
nqh,ɴqʰ
l,l
hl,l̥
tx,t͡s
ts,t͡ʃ
ntx,nt͡s
nts,nt͡ʃ
txh,t͡sʰ
tsh,t͡ʃʰ
ntxh,nt͡sʰ
ntsh,nt͡ʃʰ
f,f
v,v
x,s
s,ʃ
z,ʒ
y,ʝ
xy,ç
h,h
i,i
e,e
a,a
o,ɔ
u,u
w,ɨ
ee,ẽ
aa,ã
oo,ɔ̃
ai,aj
aw,aɰ
au,aw
ia,iə
ua,uə
