Orth,Phon
a,ɐ
ą,aː
e,ɛ
ę,æː
ė,eː
i,ɪ
į,iː
y,iː
o,oː
u,ʊ
ū,uː
ų,uː
ie,iɛ
uo,uɔ
b,b
c,t͡s
č,t͡ʃ
d,d
f,f
g,ɡ
h,ɦ
j,j
k,k
l,ɫ
m,m
n,n
p,p
r,r
s,s
š,ʃ
t,t
v,v
z,z
ž,ʒ
ch,x
dz,d͡z
dž,d͡ʒ
