Orth,Phon
а,ɑ
б,b
в,v
г,ɦ
ґ,ɡ
д,d
е,ɛ
є,ɛ
ж,ʐ
з,z
и,ɪ
і,i
ї,ji
й,j
к,k
л,l
м,m
н,n
о,ɔ
п,p
р,r
с,s
т,t
у,u
ф,f
х,x
ц,t͡s
ч,ʈ͡ʂ
ш,ʂ
щ,ʂʈ͡ʂ
ь,ʲ
ю,u
я,ɑ
