Orth,Phon
h1,h
h2,ħ
H,ʔ
a,ə
d,d
e,e
f,f
g,ɡ
i,i
k,k
l,l
m,m
n,n
o,o
p,p
r,r
s,s
t,t
u,u
w,w
y,j
z,z
á,ə
é,e
í,i
ā,ɐ
ć,tʲ
š,ʃ
Ʒ́,dʲ
r̥,r̥
bʰ,bʰ
dʰ,dʰ
jʰ,jʰ
gʰ,ɡʰ
