Orth,Phon
a,a
e,ɛ
i,i
o,ɔ
u,u
p,p
ph,pʰ
bh,b̤
b,ɓ
f,f
v,v̤
m,m
mh,m̤
c,kǀ
ch,kǀʰ
gc,ɡ̤ǀ̤
nc,ŋǀ
ngc,ŋ̤ǀ̤
nkc,ŋ̰ǀ̰
t,t
th,tʰ
d,d̤
ts,t͡s
ths,t͡sʰ
dz,d̤͡z̤
s,s
z,z̤
n,n
nh,n̤
r,r
x,kǁ
xh,kǁʰ
gx,ɡ̤ǁ̤
nx,ŋǁ
ngx,ŋ̤ǁ̤
nkx,ŋ̰ǁ̰
hl,ɬ
dl,ɮ
l,l
lh,l̤
q,kǃ
qh,kǃʰ
gq,ɡ̤ǃ̤
nq,ŋǃ
ngq,ŋ̤ǃ̤
nkq,ŋ̰ǃ̰
ty,tʲ
tyh,tʰʲ
dy,dʲ
tsh,t͡ʃ
thsh,t͡ʃʰ
j,d͡ʒ̤
sh,ʃ
zh,ʒ̤
ny,ɲ
nyh,ɲ̤
y,j
yh,j̤
k,k
kh,kʰ
g,ɡ̤
kr,k͡x
rh,x
gr,ɣ̤
ng',ŋ
ngh,ŋ̤
w,w
wh,w̤
h,h
hh,ɦ
