Orth,Phon
a,a
b,b
c,d͡ʒ
ç,t͡ʃ
d,d
e,e
f,f
g,ɡ
ğ,ɰ
h,h
ı,ɯ
i,i
j,ʒ
k,k
l,l
m,m
n,n
o,o
ö,œ
p,p
r,ɾ
s,s
ş,ʃ
t,t
u,u
ü,y
v,v
y,j
z,z
