Orth,Phon
a,a 
b,b
ç,t͡ʃ
d,d
e,e
ä,æ
f,ɸ
g,ɡ
h,x
i,i
j,d͡ʒ
ž,ʒ
k,k
l,l
m,m
n,n
ň,ŋ
o,o
ö,ø
p,p
r,r
s,s
ş,ʃ
t,t
u,u
ü,y
w,β
y,ɯ
ý,j
z,z
