Orth,Phon
а,a
б,b
в,w
г,ɡ
гъ,ʁ
гь,h
гӏ,ʕ
г1,ʕ
д,d
е,e
ё,jo
ж,ʒ
з,z
и,i
й,j
к,k
къ,qʼ
кь,tɬʼ:
кӏ,kʼ
к1,kʼ
кӏкӏ,kʼ:
к1к1,kʼ:
кк,kː
л,l
лӏ,tɬː
л1,tɬː
лъ,ɬ
лълъ,ɬː
м,m
н,n
о,o
п,p
р,r
с,s
сс,sː
т,t
тӏ,tʼ
т1,tʼ
у,u
ф,f
х,χ
хх,χː
хъ,qχ
хь,x
хьхь,xː
хӏ,ħ
х1,ħ
ц,ts
цц,tsː
цӏцӏ,tsʼ:
ц1ц1,tsʼ:
ч,tʃ
чч,tʃː
чӏ,tʃʼ
ч1,tʃʼ
чӏчӏ,tʃʼ:
ч1ч1,tʃʼ:
ш,ʃ
щ,ʃː
ъ,ʔ
ы,ɨ
э,e
ю,ju
я,ja
