Orth,Phon
p,p
t,t
k,k
m,m
n,n
ng,ŋ
w,w
wh,f
r,r
h,h
a,a
e,e
i,i
o,o
u,u
ā,aː
ē,eː
ī,iː
ō,oː
ū,uː
