Orth,Phon
aa,ɑː
a,ɑ
b,p
d,t
ee,eː
e,e
f8,f
ff,fːː
f,fː
g,k
hh,hː
h,h
ii,iː
i,i
jj,jː
j,j
kk,kːː
k,kː
ll,lː
l,l
mm,mː
m,m
nn,nː
n,n
oo,oː
o,o
pp,pːː
p,pː
rr,rː
r,r
ss,sː
s,s
š8,ʃ
šš,ʃːː
š,ʃː
z,s
ž,ʃ
tt,tːː
t,tː
uu,uː
u,u
vv,vː
v,v
õ,ɤ
ä,æ
ö,ø
ü,y
