Orth,Phon
a,a
b,b
c,t͡ʃ
d,d
e,e
f,f
g,ɡ
h,h
i,i
j,d͡ʒ
k,k
l,l
m,m
n,n
o,o
p,p
q,q
r,r
s,s
t,t
u,u
v,v
w,w
x,z
y,j
z,z
ai,aj
au,aw
oi,oj
gh,ɣ
kh,x
ng,ŋ
ny,ɲ
sy,ʃ
