Orth,Phon
ng,ŋ
tsh,tsʰ
tšh,tʃʰ
ts,ts
tš,tʃ
tlh,tɬʰ
tl,tɬ
ph,pʰ
th,tʰ
sh,ʃ
kg,kxʰ
kh,kʰ
b,b
d,d
f,f
g,g
h,h
j,dʒ
k,k
l,l
m,m
n,n
p,p
r,r
s,s
š,ʃ
t,t
v,v
w,w
y,j
a,a
e,e
i,i
o,o
u,u
