Orth,Phon
ੳ,
ਅ,ə
ੲ,
ਸ,sə
ਹ,ɦə
ਕ,kə
ਖ,kʰə
ਗ,ɡə
ਘ,kə
ਙ,ŋə
ਚ,t͡ʃə
ਛ,t͡ʃʰə
ਜ,d͡ʒə
ਝ,t͡ʃə
ਞ,ɲə
ਟ,ʈə
ਠ,ʈʰə
ਡ,ɖə
ਢ,ʈə
ਣ,ɳə
ਤ,t̪ə
ਥ,t̪ʰə
ਦ,d̪ə
ਧ,t̪ə
ਨ,nə
ਪ,pə
ਫ,pʰə
ਬ,bə
ਭ,pə
ਮ,mə
ਯ,jə
ਰ,ɾə
ਲ,lə
ਵ,ʋə
ੜ,ɽə
ਸ਼,ʃə
ਖ਼,xə
ਗ਼,ɣə
ਜ਼,zə
ਫ਼,fə
ਲ਼,ɭə
ਾ,ɑ
ਿ,ɪ
ੀ,i
ੁ,ʊ
ੂ,u
ੇ,e
ੈ,ɛ
ੋ,o
ੌ,ɔ
ਆ,ɑ
ਇ,ɪ
ਈ,i
ਉ,ʊ
ਊ,u
ਏ,e
ਐ,ɛ
ਓ,o
ਔ,ɔ
ੰ,̃
