Orth,Phon
a,a
b,ɓ
bh,b
c,ǀ
ch,ǀʰ
d,d
dl,ɮ
e,e
f,f
g,ɡ
gc,ɡǀ̤
gq,ɡǃ̤
gx,ɡǁ̤
h,h
hh,ɦ
hl,ɬ
i,i
j,d͡ʒ
k,k
kh,kʰ
kl,kx
l,l
m,m
mb,mb
n,n
nc,ŋǀ
ng,ŋ
ngc,ŋǀ̤
ngq,ŋǃ̤
ngx,ŋǁ̤
nj,ɲd͡ʒ
nk,ŋk
nq,ŋǃ
ntsh,ɲt͡ʃ
nx,ŋǁ
ny,ɲ
o,o
p,p
ph,pʰ
q,ǃ
qh,ǃʰ
r,r
s,s
sh,ʃ
t,t
th,tʰ
tsh,t͡ʃ
u,u
v,v
w,w
x,ǁ
xh,ǁʰ
y,j
z,z
