Orth,Phon
a,a
aa,a:
b,β
bb,b
ch,t͡ʃ
d,d
e,e
ee,e:
f,f
g,g
h,h
i,i
ii,i:
j,d͡ʒ
k,k
l,l
m,m
mb,mb
n,n
nd,nd
ng,ŋg
ng',ŋ
nj,ɲd͡ʒ
ny,ɲ
o ,o
oo,o:
r,ɺ
s,s
t,t
u,u
uu,u:
w,w
y,j
