Orth,Phon
c,k
ce,se
ci,si
cu,kʷ
ch,t͡ʃ
h,h
j,h
hu,w
k,k
kw,kʷ
l,l
m,m
n,n
p,p
q,k
qu,k
qui,ki
s,s
t,t
tl,t͡ɬ
ts,t͡s
tz,t͡s
w,w
x,ʃ
z,s
a,a
e,e
i,i
y,j
o,o
u,w
uh,w
aa,a
ee,e
ii,i
oo,o
b,b
v,b
d,d
f,f
ge,xe
gi,xi
g,ɡ
gu,ɡw
gue,ɡe
gui,ɡi
gü,ɡw
ll,ʝ
ñ,ɲ
r,ɾ
rr,r
sh,ʃ
