Orth,Phon
ක,kV
ට,ʈV
ත,tV
ප,pV
ග,ɡV
ඩ,ɖV
ද,dV
බ,bV
ස,sV
ච,t͡ʃV
ම,mV
ල,lV
ව,vV
ණ,ɳV
හ,hV
ජ,d͡ʒV
න,nV
ර,rV
ය,jV
ළ,ɭV
ඛ,kV
ඨ,ʈV
ථ,tV
ඵ,pV
ඝ,gV
ඪ,ɖV
ධ,dV
භ,bV
ශ,sV
ඡ,t͡ʃV
ඤ,ɲV
ඞ,ŋV
ඦ,nd͡ʒV
ෂ,sV
ඣ,d͡ʒV
ඥ,d͡ʒɲV
ෆ,fa
fප,fa
ඟ,ŋɡV
ඬ,ɳɖV
ඳ,ndV
ඹ,mbV
ඓ,ai
ෛ,ai
ඖ,au
ෞ,au
ඍ,ur
ෘ,ur
ඎ,ruː
ෲ,ruː
ඏ,li
ෟ,li
ඐ,liː
ෳ,liː
අ,a
ඇ,æ
ඉ,i
උ,u
එ,e
ඔ,o
ආ,aː
ඈ,æː
ඊ,iː
ඌ,uː
ඒ,eː
ඕ,oː
ැ,æ
ි,i
ු,u
ෙ,e
ො,o
ා,aː
ෑ,æː
ී,iː
ූ,uː
ේ,eː
ෝ,oː
ං,ŋ
ඃ,h
්,්
