Orth,Phon
i,i
e,e
u,u
o,o
a,a
p,p
b,b
m,m
w,w
t,t
d,d
t<PAL>,t͡ʃ
ts,t͡ʃ
d<PAL>,d͡ʒ
s<PAL>,ʃ
n<PAL>,nʲ
l<PAL>,lʲ
s,s
n,n
l,l
r,ɾ
rr,r
y,j
k,k
g,ɡ
ng,ŋ
h,h
