Orth,Phon
b,p
p,pʰ
m,m
f,f
d,t
t,tʰ
n,n
l,l
g,k
k,kʰ
ng,ŋ
h,h
gw,kʷ
kw,kʷʰ
w,w
z,t͡s
c,t͡sʰ
s,s
j,j
aa,aː
aai,aːi̯
aau,aːu̯
a,ɐ
ai,ɐi̯
au,ɐu̯
e,ɛː
ei,ei̯
eu,ɛːu̯
i,iː
iu,iːu̯
ing,ɪŋ
ik,ɪk
o,ɔː
oi,ɔːi̯
ou,ou̯
u,uː
ui,uːy̯
ung,ʊŋ
uk,ʊk
eo,ɵ
eoi,ɵy̯
oe,œː
yu,yː
1,˥
2,˧˥
3,˧
4,˨˩
5,˩˧
6,˨
