Orth,Phon
a,a
b,b
c,ts
č,tʃ
d,d
e,ɛ
f,f
g,ɡ
h,x
i,i
j,j
k,k
l,l
m,m
n,n
o,ɔ
p,p
r,ɾ
s,s
š,ʃ
t,t
u,u
v,ʋ
z,z
ž,ʒ
