Orth,Phon
aa,a:
ii,i:
uu,u:
a,a
e,e
i,i
o,o
u,u
ai,ai
ie,ie
ou,au
uo,uo
b,b
d,d
ch,t͡ʃ
f,f
g,ɡ
h,h
j,d͡ʒ
k,k
l,l
m,m
n,n
ng,ŋ
p,p
r,ɹ
s,s
sh,ʃ
t,t
v,v
w,w
y,j
z,z
zh,ʒ
hn,̃n
or,əɹ
