Orth,Phon
t,t
k,k
b,d
d,d
x,ɖ
g,ɡ
f,f
s,s
c,ħ
h,h
q,ʕ
m,m
n,n
w,w
l,l
y,j
r,ɾ
a,a
e,e
i,i
o,o
u,u
aa,aː
ee,eː
ii,iː
oo,oː
uu,uː
