Orth,Phon
ch,t͡ʃ
ny,ɲ
nd,nd
mb,mb
ng',ŋ
ng,ŋɡ
b,β
nj,ɲd͡ʒ
kh,x
f,f
k,k
l,l
m,m
n,n
p,p
r,r
s,s
t,t
w,w
y,j
a,a
aa,aː
e,e
ee,eː
i,i
ii,iː
o,o
oo,oː
u,u
uu,uː
