Orth,Phon
p,p
b,b
t,t
d,d
k,k
g,ɡ
m,m
n,n
ng,ŋ
f,f
v,v
s,s
z,z
ch,ʃ
j,ʒ
r,ɣ
h,h
l,l
w,w
y,j
a,a
an,ã
e,e
è,ɛ
en,ẽ
i,i
o,o
ò,ɔ
on,ɔ̃
ou,u
oun,ũ
ui,ɥi
