Orth,Phon
а,a
б,b
в,v
г,ɡ
д,d
ђ,dʑ
е,e
ж,ʐ
з,z
и,i
ј,j
к,k
л,l
љ,ʎ
м,n
њ,ɲ
о,o
п,p
р,ɾ
с,s
т,t
ћ,tɕ
у,u
ф,f
х,x
ц,ts
ч,tʂ
џ,dʐ
ш,ʂ
