Orth,Phon
а,a
б,b
в,v
г,g
гъ,ʁ
гь,h
д,d
е,e
ж,ʒ
з,z
и,i
й,j
к,kʰ
къ,q
кь,q'
кӏ,k'
л,l
м,m
н,n
о,o
п,pʰ
пӏ,p'
р,r
с,s
т,tʰ
тӏ,t'
у,u
уь,y
ф,f
х,χ
хъ,qʰ
хь,x
ц,t͡sʰ
цӏ,t͡s'
ч,t͡ʃʰ
чӏ,t͡ʃ'
ш,ʃ
щ,ɕː
ъ,ʔ
ы,ɨ
э,e
ю,ju
я,ja
