Orth,Phon
a,ɑ
ʙ,b
v,v
g,ɡ
d,d
e,e
jo,jo
ç,d͡ʒ
z,z
i,i
j,j
k,k
l,l
m,m
n,n
ᶇ,ŋ
o,o
ɵ,ø
p,p
r,r
s,s
t,t
u,u
y,y
f,f
h,k
ts,t͡s
c,t͡ʃ
ş,ʃ
şc,ʃt͡ʃ
ь,ɯ
ju,ju
ja,jɑ
