Orth,Phon
м,m
н,n
п,p
б,b
т,t
д,d
к,k
г,ɡ
қ,q
ъ,ʔ
ч,t͡ʃ
ҷ,d͡ʒ
ф,f
в,v
с,s
з,z
ш,ʃ
ж,ʒ
х,χ
ғ,ʁ
ҳ,h
р,r
л,l
й,j
и,i
у,u
е,e
ӯ,ɵ
о,ɔ
а,æ
