Orth,Phon
ا,aː
أ,ʔa
إ,ʔi
آ,ʔaː
ب,b
ت,t
ث,θ
ج,d͡ʒ
ح,ħ
خ,x
د,d
ذ,ð
ر,r
ز,z
س,s
ش,ʃ
ص,sˤ
ض,dˤ
ط,tˤ
ظ,ðˤ
ع,ʕ
غ,ɣ
ف,f
ق,q
ك,k
ل,l
م,m
ن,n
ه,h
و,uː
ي,iː
‎ ّ,ː
