Orth,Phon
qu,kw
ch,k
ce,tʃ
ci,tʃ
ge,dʒ
gi,dʒ
ph,f
th,t
x,ks
j,ʒ
v,v
z,z
b,b
c,k
d,d
f,f
g,g
h,h
k,k
l,l
m,m
n,n
p,p
q,k
r,r
s,s
t,t
w,w
y,j
a,a
e,e
i,i
o,o
u,u
aa,aː
ee,eː
ii,iː
oo,oː
uu,uː
