Orth,Phon
a,ɐ
á,a
â,a
ã,ɐ̃
à,a
ai,aj
ái,aj
au,aw
áu,aw
ãe,ɐ̃j̃
ãi,ɐ̃j̃
ão,ɐ̃w̃
b,b
c,k
ch,ʃ
ç,s
d,d
e,ɛ
é,e
ê,e
ei,ɛj
êi,ej
éi,ɛj
eu,ew
êu,ew
éu,ɛw
f,f
g,ɡ
gu,ɡ
i,i
í,i
iu,iw
j,ʒ
k,k
l,l
lh,ʎ
m,m
n,n
nh,ɲ
o,o
ó,ɔ
ô,o
õ,õ
õe,
oi,oj
ói,õj̃
ou,ow̃
óu,ɔw̃
p,p
q,k
qu,k
r,ɾ
s,s
ss,s
t,t
u,u
ú,u
ui,uj
v,v
w,w
x,ks
y,j
z,z
