Orth,Phon
b,b
v,b
ce,θe
ci,θi
c,k
ch,t͡ʃ
d,d
f,f
ge,xe
gi,xi
g,ɡ
gu,ɡw
gue,ɡe
gui,ɡi
gü,ɡw
h,
hi,ʝ
hu,w
j,x
k,k
l,l
ll,ʎ
m,m
n,n
ñ,ɲ
p,p
qu,k
q,k
r,ɾ
rr,r
s,s
sh,ʃ
t,t
tl,t͡ɬ
tx,t͡ʃ
tz,t͡s
w,w
x,ks
z,s
e,e
i,i
y,i
o,o
u,u
ia,ja
ie,je
io,jo
iu,ju
ua,wa
ue,we
ui,wi
uo,wo
ze,θe
zi,θi
