Orth,Phon
a,a
aa,aː
b,b
bb,bː
c,t͡ʃʼ
cc,t͡ʃʼː
ch,t͡ʃ
chch,t͡ʃː
d,d
dd,dː
dh,ᶑ
dhdh,ᶑː
e,e
ee,eː
f,f
ff,fː
g,ɡ
gg,ɡː
h,h
hh,hː
i,i
ii,iː
j,d͡ʒ
jj,d͡ʒː
k,k
kk,kː
l,l
ll,lː
m,m
mm,mː
n,n
nn,nː
ny,ɲ
nyny,ɲː
o,o
oo,oː
p,p
pp,pː
ph,pʼ
phph,pʼː
q,kʼ
qq,kʼː
r,r
rr,rː
s,s
ss,sː
sh,ʃ
shsh,ʃː
t,t
tt,tː
u,u
uu,uː
v,v
vv,vː
w,w
ww,wː
x,tʼ
xx,tʼː
y,j
yy,jː
z,z
zz,zː
"'",
