Orth,Phon
a,æ
i,ɪ
u,ʊ
qa,χɑ
qi,χɛ
qu,χɔ
e,e
o,o
ch,tʃ
h,h
k,k
l,l
ll,ʎ
m,m
n,n
ñ,ɲ
p,p
q,χ
r,r
s,s
t,t
w,w
y,j
b,b
d,d
g,g
f,f
rr,ɹ
