Orth,Phon
a,a
e,e
i,i
o,o
u,u
m,m
n,n
ny,ɲ
ng',ŋ
mb,mb
nd,nd
nj,nd⁀ʒ
ng,nɡ
b,b
d,d
j,d⁀ʒ
g,g
p,p
t,t
ch,t⁀ʃ
k,k
mv,mv
nz,nz
v,v
dh,d
z,z
gh,ɣ
f,f
th,t
s,s
sh,ʃ
kh,x
h,h
r,ɾ
l,l
y,j
w,w
