Orth,Phon
a,ɑ
b,b
c,k
d,d
e,e
f,f
g,g
h,h
i,i
j,j
k,k
l,l
m,m
n,n
o,o
p,p
q,kv
r,r
s,s
t,t
u,u
v,ʋ
w,ʋ
x,ks
y,y
z,ts
ä,æ
ö,ø
ng,ŋ:
š,ʃ
sh,ʃ
pp,p:
tt,t:
kk,k:
ss,s:
ll,l:
rr,r:
mm,m:
nn,n:
ii,i:
ee,e:
ää,æ:
yy,y:
öö,ø:
uu,u:
oo,o:
aa,ɑ:
å,ɑ
