Orth,Phon
ä,a
ae,ɑːə
é,eː
è,e
í,i
î,əː
ï,i
ŉ,ə
ó,o
ö,o
q,k
ú,œ
x,z
ý,əi
au,ou
ey,əi
ns,ns
oi,oj
uy,œy
a,a
aa,ɑː
aai,ɑːi
ai,ai
b,b
c,k
ch,ʃ
d,d
dj,d͡ʒ
e,eː
ê,eː
ee,ɪə
eeu,ɪu
ei,ei
eu,ɪɵ
f,f
g,χ
gh,g
h,ɦ
i,i
ie,iː
j,j
k,k
l,l
m,m
n,n
ng,ŋ
o,o
ô,oː
oe,uː
oei,ui
oo,ʊə
ooi,oːi
ou,ɵu
p,p
r,r
s,s
sj,ʃ
t,t
tj,kj
u,ɵ
û,ɵː
ui,ɵi
uu,yː
v,f
w,v
y,əi
z,z
îe,əːə
ieë,iː
ieu,iu
ôe,ɔː
oeë,uː
ow,ou
