Orth,Phon
ܐ,ʔ
ܒ,b
ܓ,g
ܕ,d
ܗ,h
ܘ,w
ܙ,z
ܚ,ħ
ܛ,tˤ
ܝ,j
ܟ,k
ܠ,l
ܡ,m
ܢ,n
ܣ,s
ܥ,ʕ
ܦ,p
ܨ,sˤ
ܩ,q
ܪ,r
ܫ,ʃ
ܬ,t
ܒ݂,v
ܒ݁,b
ܓ݂,ɣ
ܓ݁,g
ܕ݂,ð
ܕ̇,d
ܟ݂,x
ܟ݁,k
ܦ݂,f
ܦ̮,f
ܦ݁,p
ܬ݂,θ
ܬ݁,t
ܤ,s
ܝܼ,i
ܺܝ,i
ܻܝ,i
ܘܼ,u
ܽܘ,u
ܾܘ,u
ܘܿ,o
ܵ,a
ܳ,o
ܴ,o
ܲ,ă
ܰ,ă
ܱ,ă
ܸ,ə
ܶ,e
ܷ,e
ܹ,e
ܓ̰,d͡ʒ
ܓ̃,d͡ʒ
ܙ̰,ʒ
ܙ̃,ʒ
ܟ̰,t͡ʃ
ܟ̃,t͡ʃ
ܨ̰,t͡ʃ
ܨ̃,t͡ʃ
ܫ̰,ʒ
ܫ̃,ʒ
ܑ,ʔ
ܡ̣,mɛ
ܡܼ,mɛ
ܡ̇,ma
ܡܿ,ma
̈,
