Orth,Phon
a,a
b,b
c,t͡ɕ
d,d
e,ə
f,f
g,ɡ
h,h
i,i
j,d͡ʑ
k,k
l,l
m,m
n,n
o,o
p,p
q,k
r,r
s,s
t,t
u,u
v,f
w,w
x,ks
y,j
z,z
ny,ɲ
ng,ŋ
',ʔ
sy,ɕ
kh,x
nc,ɲt͡ɕ
nj,nd͡ʑ
