Orth,Phon
a,ə
b,b
bʰ,bʰ
d,d
dʰ,dʰ
dᶻ,dᶻ
g,ɡ
gʰ,ɡʰ
h,ʔ
i,i
k,k
kʰ,kʰ
l,l
m,m
n,n
p,p
pʰ,pʰ
r,r
r̥,r̥
s,s
t,t
tʰ,tʰ
tˢ,tˢ
u,u
w,w
y,j
z,z
á,ə
í,i
ú,u
ā,ɐ
ā́,ɐ
ć,t’
č,c
ī́,i
ŕ̥,r̥
ś,s
š,ʃ
ū́,u
ž,ʒ
žʰ,ʒʰ
ǰ,ɟ
ǰʰ,ɟʰ
ȷ́, d’
ȷ́ʰ,d’ʰ
