Orth,Phon
b,p
p,pʰ
m,m
f,ɸ
d,t
t,tʰ
l,l
z,t͡s
c,t͡sʰ
s,s
zh,ʈ͡ʂ
ch,ʈ͡ʂʰ
sh,ʂ
r,ʐ
j,t͡ɕ
q,t͡ɕʰ
x,ɕ
ny,ɲ
g,k
k,kʰ
ng,ŋ
h,x
zr,t͡sz̩
cr,t͡sʰz̩
sr,sz̩
zhr,ʈ͡ʂʐ̩
chr,ʈ͡ʂʰʐ̩
shr,ʂʐ̩
i,i
u,u
y,y
a,a̠
ia,i̯a̠
ua,u̯a̠
ya,y̯a̠
o,o
io,i̯o
e,ɤ̞
ue,u̯ɤ̞
ai,ai̯
uai,u̯ai̯
yai,y̯ai̯
ei,e̞i̯
uei,u̯e̞i̯
yei,y̯e̞i̯
au,ɒu̯
iau,i̯ɒu̯
ou,ə̯u
iou,i̯əu̯
ie,i̯e̞
ye,y̯e̞
onn,õ
enn,ə̃
ienn,i̯ẽ
yenn,y̯ẽ
en,ən
un,u̯ən
in,in
yn,yn
an,an
ian,i̯æn
uan,u̯an
yan,y̯æn
ong,ʊŋ
iong,i̯ʊŋ
Bm,m̩
Bn,n̩
1,˧˧
2,˩˧
3,˦˩
4,˦˥
5,˨˩
6,˨˦
