Orth,Phon
a,a
e,e
i,i
o,o
u,u
m,m
n,n
ny,ɲ
ng',ŋ
mb,mb
nd,nd
nj,nɟ
ng,nɡ
b,ɓ
d,ɗ
j,ʄ
g,ɠ
p,p
t,t
ch,t͡ʃ
k,k
mv,mv
nz,nz
v,v
dh,ð
z,z
gh,ɣ
f,f
th,θ
s,s
sh,ʃ
kh,x
h,h
r,ɾ
l,l
y,j
w,w
