Orth,Phon
b,b
d,d
đ,dʑ
dž,dʒ
f,f
g,ɡ
j,j
k,k
L,l
lj,ʎ
m,m
nj,ɲ
p,p
r,r
s,s
š,ʃ
t,t
ć,tɕ
c,ts
č,tʃ
v,v
h,x
z,z
ž,ʒ
a,a
e,e
i,i
o,o
u,u
l,l̩
n,n̩
ē,eː
è,ě
é,ěː
ȅ,ê
ȇ,êː
