Orth,Phon
a,a
b,b
c,k
ch,t͡ʃ
d,d
e,e
ë,ə
f,f
g,ɡ
h,h
i,i
j,d͡ʒ
k,k
l,l
m,m
n,n
ñ,ɲ
ny,ɲ
ng,ŋ
o,o
p,p
q,k
r,ɾ
s,s
sy,ʃ
t,t
u,u
v,v
w,w
x,ks
y,j
z,z
