Orth,Phon
b,b
bh,v
c,k
ch,x
d,d
dh,ɣ
f,f
fh,F
g,g
gh,ɣ
h,h
l,l
ll,l
m,m
mh,v
n,n
nn,n
ng,ŋ
p,p
ph,f
r,ɾ
rr,ɾ
s,s
sh,h
t,t
th,h
j,d͡ʒ
v,v
z,z
ь,ʲ
ъ,ˠ
a,a
á,aː
e,e
é,eː
i,i
í,iː
o,o
ó,oː
u,u
ú,uː
au,əu
ai,əi
ei,ei
ua,uə
ia,iə
ə,ə
abh:,əu
amh:,əu
obh:,oː
omh:,oː
ubh:,uː
umh:,uː
adh:,əi
agh:,əi
uaidh:,uəi
uaigh:,uəi
aidh:,əi
aigh:,əi
eidh:,eː
eigh:,eː
idh:,iː
igh:,iː
oidh:,əi
oigh:,əi
odh:,oː
ogh:,oː
-,
',
!,
V!,
B!,
