Orth,Phon
అ,ʌ
ఆ,a
ా,a
ఇ,i
ి,ɪ
ఈ,iː
ీ,iː
ఉ,u
ు,ʊ
ఊ,uː
ూ,uː
ఋ,ru
ృ,ru
ౠ,ruː
ౄ,ruː
ఌ,l̩
ౢ,l̩
ౡ,l̩ː
ౣ,l̩ː
ఎ,e
ె,e
ఏ,eː
ే,eː
ఐ,əɪ
ై,əɪ
ఒ,o
ొ,o
ఓ,oː
ో,oː
ఔ,au
ౌ,au
అం,N
ం,N
అః,h
ః,h
క,kə
ఖ,kʰə
గ,ɡə
ఘ,ɡ̤ə
ఙ,ŋə
చ,t͡ʃə
ఛ,t͡ʃʰə
జ,d͡ʒə
ఝ,d͡ʒ̤ə
ఞ,ɲə
ట,ʈə
ఠ,ʈʰə
డ,ɖə
ఢ,ɖ̤ə
ణ,ɳə
త,t̪ə
థ,t̪ʰə
ద,d̪ə
ధ,d̪̤ə
న,nə
ప,pə
ఫ,pʰə
బ,bə
భ,b̤ə
మ,mə
య,jə
ర,rə
ల,lə
వ,ʋə
ళ,ɭə
శ,ʃə
ష,ʂə
స,sə
హ,hə
ఱ,ɽə
్,్
