Orth,Phon
a,a
b,b
d,d
e,e
f,f
g,ɡ
h,h
i,i
k,k
m,m
n,n
o,o
p,p
r,r
s,s
t,t
u,u
v,v
w,w
y,j
z,z
gb,ɡ͡b
kp,k͡p
mb,mb
mv,ɱv
nd,nd
ng,ŋɡ
ngb,ŋg͡b
nz,nz
an,ã
en,ɛ̃
in,ĩ
on,ɔ̃
un,ũ
’b,ɓ
ty,c
dy,ɟ
