Orth,Phon
a,a
b,b
c,c
cy,kʲ
d,d
e,e
f,f
g,ɡ
h,h
i,i
j,d͡ʒ
jy,ɡʲ
k,k
l,l
m,m
mp,mh
n,n
nk,ŋx
nt,nh
ny,ɲ
o,o
p,p
r,ɾ
s,s
sh,ʃ
shy,ɕ
t,t
u,u
v,v
w,w
y,j
z,z
