Orth,Phon
ক,kV
চ,s
ট,ʈV
ত,t̪V
প,pV
খ,kʰV
ছ,sV
ঠ,ʈʰV
থ,t̪ʰV
ফ,pʰV
গ,ɡV
জ,zV
ড,ɖV
দ,d̪V
ব,bV
ঘ,ɡ̤V
ঝ,d͡z̤V
ঢ,ɖ̤V
ধ,d̪̤V
ভ,b̤V
ঙ,ŋV
ঞ,nV
ণ,nV
ন,nV
ম,mV
য,d͡zV
র,rV
ল,lV
শ,sV
ষ,ʃV
স,ʃV
হ,hV
ড়,ɽV
ঢ়,ɽ̤V
য়,jV
অ,ɔ
ই,i
ি,i
উ,u
ু,u
ঋ,ri
ৃ,ri
ঌ,li
ৢ,li
এ,e
ে,e
ও,o
ো,o
আ,a
া,a
ঈ,i
ী,i
ঊ,u
ূ,u
ৠ,rːi
ৄ,rːi
ৡ,lːi
ৣ,lːi
ঐ,oi
ৈ,oi
ঔ,ou
ৌ,ou
্,্
ঃ,ঃ
াঁ,̃
ং,ŋ
