Orth,Phon
b,b
bb,b
c,k
ck,k
ch,ɧ
d,d
dd,d
dj,j
f,f
ff,f
g,ɡ
gg,g
gj,j
gn,gn
h,h
hh,h
hj,j
j,j
jj,j
k,k
kk,k
kj,ɕ
l,l
ll,l
lj,j
m,m
mm,m
n,n
nn,n
ng,ŋ
p,p
pp,p
r,r
rr,r
s,s
ss,s
sj,ɧ
sk,ɧ
skj,ɧ
stj,ɧ
t,t
tt,t
tj,ɕ
v,v
vv,v
w,v
x,ks
z,s
zz,z
a,ɑː
e,eː
i,iː
o,uː
u,ʉː
y,yː
å,oː
ä,ɛː
ö,øː
