Orth,Phon
šš,ʃː
ss,sː
zz,zː
žž,žː
ie,iɛ
ei,ɛi
oi,ɔi
ou,ɔu
mm,mː
nn,nː
ņņ,ɲː
ll,lː
rr,rː
jj,jː
dz,d͡z
dž,d͡ʒ
a,a
ā,aː
e,ɛ
ē,ɛː
q,æ
y,æː
i,i
ī,iː
o,uɔ
u,u
ū,uː
b,b
c,t͡s
č,t͡ʃ
d,d
f,f
g,g
ģ,ɟ
h,x
j,j
k,k
ķ,c
l,l
ļ,lj
m,m
n,n̪
ņ,ɲ
p,p
r,r
s,s
š,ʃ
t,t
v,v
z,z
ž,ʒ
