Orth,Phon
a,a
â,ɔː
aa,aː
aai,aːi̯
ai,ai̯
au,ɔu̯
e,e
ê,ɛː
ea,ɪə̯
eauw,joːu̯
ee,eː
ei,ai̯
eo,øə̯
eu,øː
i,ɪ
ie,iə̯
ii,iː
ij,ɛi̯
iuw,joːu̯
o,o
ô,ɔː
oa,u̯a
oai,oːi̯
oe,uə̯
oei,uːi̯
oi,oi̯
oo,oː
ou,ɔu̯
ouw,ɔu̯
u,ø
ú,y
û,u
ue,yə̯
ui,œy̯
uo,u̯o
y,i
ə,ə
ɛ,ɛ
ɔ,ɔ
b,b
ch,x
d,d
f,f
g,ɡ
h,h
j,j
k,k
l,l
m,m
n,n
ng,ŋ
p,p
r,r
s,s
t,t
v,v
w,v
x,x
z,z
