Orth,Phon
a,a
â,aː
b,b
c,k
ch,χ
d,d
dd,ð
e,ɛ
f,v
ff,f
g,ɡ
ng,ŋ
h,h
i,iː
ï,iː
j,dʒ
l,l
ll,ɬ
m,m
n,n
o,ɔ
p,p
ph,f
r,r
rh,r̥
s,s
t,t
th,θ
u,ɨː
w,w
y,ə
si,sɪ
sh,ʃ
ts,t͡ʃ
aw,au̯
ei,ei̯
eu,eɨ̯
oi,ɔi̯
ow,ɔu̯
oe,ɔɨ̯
